"","disc_number","duration_ms.x","href","name","popularity","album.release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"17972",6,274532,"https://api.spotify.com/v1/tracks/7DvnbQbVczNdqdQbFm3b64","Under The Sun - Solarstone Remix",18,"2020-03-06",0.552,0.88,8,-12.577,1,0.0341,0.00104,0.895,0.116,0.37,139.027
"17973",1,220560,"https://api.spotify.com/v1/tracks/7dWfTdoKjUip1fAW7cdcIX","Rock and Roll - 2012 Remaster",51,"1971-11-08",0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613
"17974",1,279226,"https://api.spotify.com/v1/tracks/7dwqw49AgT991w3WVJOh5Y","Sonata in D Minor, BWW 964: IV. Allegro",7,"2020-03-06",0.246,0.643,1,-12.96,0,0.0366,0.866,0.719,0.25,0.964,105.938
"17975",1,262333,"https://api.spotify.com/v1/tracks/7dWSrvzawBZPa7VVeHZBn7","Tu Última Canción",63,"1996-06-01",0.55,0.42,2,-11.406,1,0.0286,0.189,2.35e-06,0.0499,0.357,86.072
"17976",1,180017,"https://api.spotify.com/v1/tracks/7dWUM8PLooTcy3ScCsy3eh","Pink Zen Meditation",38,"2016-05-25",0.159,0.933,5,-25.79,1,0.0885,0.943,0.702,0.112,0.0185,140.204
"17977",1,131333,"https://api.spotify.com/v1/tracks/7dWyBjRr6F6Ap2N6xNNXf2","Astro Zombies",46,"1986-01-01",0.468,0.846,0,-11.889,1,0.0484,0.608,0.468,0.214,0.476,110.761
"17978",1,250413,"https://api.spotify.com/v1/tracks/7Dxes6VnfbZYV0S2QTnVuT","I Wish Grandpas Never Died",75,"2019-09-20",0.445,0.492,6,-5.717,1,0.0294,0.036,0,0.122,0.24,148.013
"17979",1,290426,"https://api.spotify.com/v1/tracks/7DxFABDwGKY91Mx8uZ2YUH","Dancing With Myself - EP Version",47,"2001-01-01",0.442,0.878,4,-6.382,1,0.0835,0.00187,0,0.583,0.869,176.875
"17980",1,177466,"https://api.spotify.com/v1/tracks/7DXjmO151j63USbo6CzRhZ","Hookah",0,"2020-03-13",0.819,0.719,0,-3.732,1,0.0783,0.0422,1.67e-06,0.216,0.557,103.999
"17981",1,181813,"https://api.spotify.com/v1/tracks/7dxKdQC9Vo1hDxIUnt1z0Q","Rollercoaster",68,"2019-06-07",0.697,0.58,11,-7.986,0,0.0451,0.0583,0,0.393,0.467,123.977
"17982",1,205280,"https://api.spotify.com/v1/tracks/7dyluIqv7QYVTXXZiMWPHW","Numb / Encore",70,"2004-11-30",0.685,0.803,2,-4.251,1,0.156,0.0601,0,0.546,0.799,107.005
"17983",1,236773,"https://api.spotify.com/v1/tracks/7DyvSw2yWlEOcChHAbxGzU","My Nigga - Remix",57,"2014-01-01",0.819,0.535,10,-7.082,0,0.277,0.0847,0,0.216,0.69,85.504
"17984",1,205280,"https://api.spotify.com/v1/tracks/7dZ1Odmx9jWIweQSatnRqo","Million Reasons",78,"2016-10-21",0.666,0.423,0,-8.012,1,0.043,0.494,0,0.106,0.154,129.89
"17985",1,310373,"https://api.spotify.com/v1/tracks/7dz48pntblPzJ9mTPiUH81","At The Door",71,"2020-02-11",0.439,0.323,10,-6.764,1,0.0323,0.858,0.00921,0.146,0.358,116.743
"17986",1,187733,"https://api.spotify.com/v1/tracks/7dzUZec5MnWMyQnk5klnKR","Grace Kelly",58,"2007-01-01",0.671,0.82,0,-5.796,1,0.048,0.0194,0.0133,0.361,0.685,122.361
"17987",1,204000,"https://api.spotify.com/v1/tracks/7E2DqvnVtbIrFrL5X6YH9Q","Beer For My Horses",64,"2002-01-01",0.717,0.85,10,-5.329,1,0.0473,0.368,0,0.0495,0.805,119.005
"17988",1,306946,"https://api.spotify.com/v1/tracks/7E5NRxYYFyopyyPh4S6Ler","Acapella (feat. Bryant Myers, El Alfa, Jon Z, Myke Towers & Almighty)",53,"2019-05-14",0.734,0.725,9,-7.378,0,0.177,0.303,0,0.107,0.605,126.162
"17989",1,194791,"https://api.spotify.com/v1/tracks/7E6knQgEAcU0nIjQJuwrIv","Genie",58,"2018-06-29",0.598,0.605,7,-4.92,0,0.452,0.286,0,0.0875,0.513,159.517
"17990",1,197355,"https://api.spotify.com/v1/tracks/7e7VjLxO5xJINHvnRytrqi","PLAYING WITH FIRE",69,"2016-11-01",0.707,0.758,4,-4.511,0,0.0917,0.0399,0,0.141,0.674,97.037
"17991",1,283800,"https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg","Sweet Home Alabama",80,"1974-04-15",0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798
"17992",1,173493,"https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM","Fluorescent Adolescent",65,"2007-04-24",0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115
"17993",1,192570,"https://api.spotify.com/v1/tracks/7E91ECLi2J4L21tEX0RBHn","Cruel Intentions",72,"2020-02-28",0.677,0.878,11,-3.497,0,0.213,0.0883,0,0.154,0.227,90.048
"17994",1,240973,"https://api.spotify.com/v1/tracks/7E9URUZz4m38M4t7yME5oU","Straight Jacket",54,"2017-10-27",0.577,0.719,11,-5.575,0,0.0564,0.0352,0,0.079,0.615,175.979
"17995",1,173926,"https://api.spotify.com/v1/tracks/7EAaSaj1OgZgMX5yZyFXFC","Freaky",69,"2018-10-26",0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991
"17996",1,332920,"https://api.spotify.com/v1/tracks/7EaHW40l45NbUVfXRCFBOJ","Limelight",0,"2020-03-02",0.472,0.166,11,-16.993,1,0.0316,0.89,0.752,0.128,0.248,120.292
"17997",1,433800,"https://api.spotify.com/v1/tracks/7EAI848gzAJpFsEmk6Wi3c","Pound Cake / Paris Morton Music 2",49,"2013-01-01",0.521,0.762,2,-6.75,1,0.534,0.139,1.11e-05,0.114,0.264,164.289
"17998",1,275866,"https://api.spotify.com/v1/tracks/7eaKWfov7b2Qa2n6HTesL3","Shabba (feat. A$AP Rocky)",65,"2013-08-19",0.869,0.712,9,-6.136,1,0.103,0.0715,0,0.272,0.435,120
"17999",1,177523,"https://api.spotify.com/v1/tracks/7eB1V5LvAdxCc7brfGhRRo","watch",77,"2017-12-22",0.441,0.599,0,-8.985,1,0.225,0.333,0.00198,0.103,0.35,165.212
"18000",1,205306,"https://api.spotify.com/v1/tracks/7Eb5AYiiGWItBNddlmxvnh","A quién le importa",59,"1986",0.568,0.849,7,-10.472,1,0.0338,0.008,0.000343,0.145,0.809,130.746
"18001",1,268434,"https://api.spotify.com/v1/tracks/7eBqSVxrzQZtK2mmgRG6lC","Murder On My Mind",83,"2018-08-03",0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007
"18002",1,163413,"https://api.spotify.com/v1/tracks/7EcjtjNYDhQ82yCQZU0Z9C","Rhapsody On a Theme of Paganini, Op. 43: V. Variation XVIII",55,"2010-02-01",0.123,0.0386,1,-25.577,1,0.0374,0.968,0.939,0.0865,0.0573,174.824
"18003",1,183226,"https://api.spotify.com/v1/tracks/7ecVrUYlhj6OrKTAK0oDzo","The Girl I Love She Got Long Black Wavy Hair - Live on Tasty Pop Sundae from BBC Sessions; 2016 Remaster",52,"2016-09-16",0.264,0.609,9,-10.992,0,0.0655,0.111,0.311,0.322,0.862,185.875
"18004",1,190933,"https://api.spotify.com/v1/tracks/7EdSK9nLBY2RgbJ7g22s4z","¿Y Todo Para Qué?",60,"1997-01-01",0.691,0.636,0,-7.801,1,0.0275,0.306,5.34e-05,0.321,0.783,102.841
"18005",1,133080,"https://api.spotify.com/v1/tracks/7eDYNlBwRMeFOZHOZ95dZ1","Yeah, I Said It",63,"2016-01-28",0.509,0.38,7,-7.479,1,0.158,0.547,1.21e-06,0.36,0.249,127.88
"18006",1,201627,"https://api.spotify.com/v1/tracks/7eEHVynCtT9pdUuiR0jEC1","Nobody Hold Me",54,"2018-09-14",0.728,0.709,8,-5.328,1,0.278,0.299,0,0.31,0.656,85.985
"18007",1,194351,"https://api.spotify.com/v1/tracks/7EeTwuxEO4JXNbQP7nhrDB","Trashy Women - Remastered Version",54,"1992-04-28",0.639,0.795,9,-6.634,1,0.0344,0.0452,0,0.121,0.864,142.566
"18008",1,214846,"https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6","One Kiss (with Dua Lipa)",83,"2018-04-06",0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
"18009",1,183666,"https://api.spotify.com/v1/tracks/7EFDyHsuKyKmWkwNH3W0M2","Mutual Love",48,"2020-03-13",0.609,0.555,6,-8.532,1,0.0596,0.446,0.000111,0.0977,0.2,113.028
"18010",1,191288,"https://api.spotify.com/v1/tracks/7EG4kcEw17VeFKa3f5L76Z","Play wit Us",53,"2018-12-20",0.696,0.725,4,-6.493,0,0.385,0.065,0,0.743,0.373,153.958
"18011",1,221361,"https://api.spotify.com/v1/tracks/7egGWCqoxtAuo7QgsWw3tm","Scott and Ramona",60,"2016-05-27",0.589,0.426,10,-7.534,1,0.0695,0.0411,0,0.0995,0.169,132.886
"18012",1,230000,"https://api.spotify.com/v1/tracks/7egj375ez0KtF3bYCfAHdZ","Crashing (feat. Bahari)",64,"2019-01-25",0.582,0.681,5,-6.138,1,0.0458,0.342,0,0.186,0.273,95.995
"18013",1,137733,"https://api.spotify.com/v1/tracks/7egTKPYxbWaaV1jEzb1rHu","Summertime",54,"1965-03-01",0.317,0.454,9,-8.161,0,0.0337,0.907,0.0022,0.113,0.395,178.73
"18014",1,227373,"https://api.spotify.com/v1/tracks/7EHAXZenBzmGCpccWCyg8z","SUMO | ZUMO",60,"2018-07-27",0.822,0.861,11,-8.846,1,0.0832,0.25,7e-05,0.164,0.548,123.964
"18015",1,264205,"https://api.spotify.com/v1/tracks/7Ei6Vq7Jagn8loeV2bxa7x","Dreka",64,"2020-02-05",0.561,0.616,7,-7.61,1,0.283,0.468,0,0.117,0.293,107.611
"18016",1,313546,"https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX","Low Life",75,"2016-04-13",0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974
"18017",1,268800,"https://api.spotify.com/v1/tracks/7EJ1CjaeHobTNQCJOrFmpZ","Autumn Leaves (feat. Kendrick Lamar)",55,"2014-09-16",0.624,0.6,1,-7.935,1,0.289,0.326,0,0.138,0.436,73.059
"18018",1,237666,"https://api.spotify.com/v1/tracks/7eJ5kRpMNPAk7ccCDKywjH","Tell Me When to Go (feat. Keak da Sneak)",56,"2006-03-14",0.857,0.751,1,-7.086,1,0.323,0.00642,0.000257,0.104,0.293,106.888
"18019",1,213951,"https://api.spotify.com/v1/tracks/7ejAeKSETTe2vQCiS4Ad9e","Past My Prime",51,"2016-09-23",0.545,0.64,7,-6.864,1,0.0349,0.6,0.00735,0.112,0.652,120.318
"18020",1,188373,"https://api.spotify.com/v1/tracks/7eJbnuLHzBp948ybtKDyQn","Weekend (feat. Lil Baby)",56,"2020-03-13",0.697,0.6,0,-6.89,1,0.426,0.0174,0,0.0587,0.483,204.203
"18021",1,173333,"https://api.spotify.com/v1/tracks/7eJMfftS33KTjuF7lTsMCx","death bed (feat. beabadoobee)",91,"2020-02-08",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026
"18022",1,125500,"https://api.spotify.com/v1/tracks/7ejRYgcT2XCiYVCvjvCzmj","Olyan szép vagy",61,"2019-10-04",0.265,0.0628,5,-23.688,1,0.0443,0.995,0.956,0.114,0.273,68.218
"18023",1,179973,"https://api.spotify.com/v1/tracks/7EkiMl81fUHVwpItgtzI4r","I'll Kill You (feat. Jhené Aiko)",72,"2019-10-04",0.679,0.443,10,-8.528,0,0.153,0.427,0,0.106,0.363,104.049
"18024",1,232412,"https://api.spotify.com/v1/tracks/7EkMIQ2PzEzwQroLl6dUvw","crash",68,"2018-01-19",0.502,0.212,0,-12.732,0,0.0653,0.872,0.000349,0.12,0.185,118.543
"18025",1,163500,"https://api.spotify.com/v1/tracks/7EnhGSOY5RbeIkFaoxiHZ2","I need to paint my walls",61,"2018-12-12",0.779,0.288,0,-11.875,1,0.0551,0.816,0.903,0.108,0.164,134.992
"18026",1,164861,"https://api.spotify.com/v1/tracks/7EnVkuqpDKg82VM5AQVsWK","Famous",45,"2018-11-16",0.653,0.733,7,-4.662,1,0.0372,0.0232,0,0.496,0.347,144.072
"18027",1,165872,"https://api.spotify.com/v1/tracks/7eOG24Nx7j4nI3f9nOZTOi","Diva - Homecoming Live",64,"2019-04-17",0.574,0.845,9,-7.406,1,0.164,0.0276,0.00029,0.387,0.486,145.921
"18028",1,162595,"https://api.spotify.com/v1/tracks/7eOkHIcaoUhngxxypM5Ajr","Look At Her Now",81,"2020-01-10",0.753,0.564,10,-7.908,0,0.252,0.114,0.0273,0.359,0.55,77.342
"18029",1,138936,"https://api.spotify.com/v1/tracks/7EoSDrwBPUBeBEORrpvgko","Water",60,"2017-08-04",0.816,0.245,0,-15.617,0,0.414,0.616,0.000813,0.127,0.187,140.04
"18030",1,180000,"https://api.spotify.com/v1/tracks/7EpACeh5ooHUb0AnQ3f3Xl","Uppercuts",61,"2017-04-07",0.544,0.812,1,-6.431,1,0.393,0.0185,0,0.481,0.678,183.529
"18031",1,201093,"https://api.spotify.com/v1/tracks/7ePFDzrnLt3Ynqgy2UFWri","December, 1963 (Oh What a Night!)",65,"2003-01-14",0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413
"18032",1,178986,"https://api.spotify.com/v1/tracks/7epGknfpAlH1u33S71Ur1o","Lose It",70,"2019-11-01",0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966
"18033",1,211920,"https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk","Die Young",73,"2012-11-30",0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001
"18034",1,307151,"https://api.spotify.com/v1/tracks/7eqoqGkKwgOaWNNHx90uEZ","Nights",77,"2016-08-20",0.466,0.548,5,-9.362,0,0.118,0.42,1.01e-06,0.113,0.423,89.815
"18035",1,193749,"https://api.spotify.com/v1/tracks/7EqpEBPOohgk7NnKvBGFWo","Wait for It",66,"2015-09-25",0.561,0.474,6,-9.638,1,0.155,0.125,5.07e-06,0.0922,0.513,86.897
"18036",1,179042,"https://api.spotify.com/v1/tracks/7er0EUMY653mxZ1NVD9mwQ","FIND YOUR WINGS (feat. Roy Ayers, Sydney Bennett & Kali Uchis)",57,"2015-04-13",0.512,0.427,9,-7.338,0,0.0277,0.405,0.0837,0.0976,0.191,75.027
"18037",1,358032,"https://api.spotify.com/v1/tracks/7er6tAT0AFq9QgdUizBejb","Zero One/This Fantasy - The Cinematic Orchestra Remix",24,"2020-03-06",0.56,0.71,8,-9.189,0,0.0347,0.0032,0.554,0.132,0.122,121.995
"18038",1,251283,"https://api.spotify.com/v1/tracks/7ER7vcy7u2ajg5IV45WBFw","Thunder / Young Dumb & Broke (with Khalid) - Medley",65,"2017-12-20",0.439,0.681,0,-5.516,1,0.15,0.101,0.000232,0.395,0.3,168.082
"18039",1,275733,"https://api.spotify.com/v1/tracks/7esMRbSzvLv60O70XLZFbc","H•A•M",56,"2011-08-08",0.657,0.523,8,-4.907,1,0.0614,0.0462,0,0.322,0.0382,140.046
"18040",1,268266,"https://api.spotify.com/v1/tracks/7ESSLk9juK8vupg5A1LQq0","Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": I. Andante",1,"2020-03-06",0.334,0.0466,3,-28.682,1,0.0408,0.994,0.921,0.0778,0.119,101.176
"18041",2,217229,"https://api.spotify.com/v1/tracks/7EsSVPxaYoAZjQwhspJBs2","Who Lives, Who Dies, Who Tells Your Story",61,"2015-09-25",0.354,0.326,2,-9.68,1,0.0901,0.779,0,0.0904,0.156,75.498
"18042",1,207506,"https://api.spotify.com/v1/tracks/7esvqyF4RebyHqSIJkjofh","Pit-a-Pat",18,"2020-03-01",0.666,0.88,7,-2.421,1,0.193,0.133,6.05e-05,0.294,0.584,177.954
"18043",1,265758,"https://api.spotify.com/v1/tracks/7eSWgAlmLPXbGxgH3RNoWh","We Stayed Up All Night",59,"2017-06-28",0.519,0.843,11,-6.508,1,0.0431,0.214,0.000446,0.21,0.592,84.997
"18044",1,365253,"https://api.spotify.com/v1/tracks/7ETm4wZENgPtiKbJsxTRMG","Suite No.3 In D, BWV 1068: 1. Ouverture - Vite",1,"2020-03-06",0.483,0.319,1,-14.16,1,0.0444,0.904,0.169,0.15,0.479,112.393
"18045",1,190176,"https://api.spotify.com/v1/tracks/7EulRO07ZgchxqKUHb8Pvc","1985",67,"2018-04-20",0.678,0.648,2,-5.892,1,0.445,0.147,0,0.182,0.635,94.336
"18046",1,181011,"https://api.spotify.com/v1/tracks/7euzAmn980JdEcYbIeWHtB","Consistent",70,"2020-02-28",0.817,0.439,0,-7.635,1,0.505,0.00434,0,0.282,0.214,149.967
"18047",1,293613,"https://api.spotify.com/v1/tracks/7eW9cHOAHmYqphs5tWXETw","Clique",49,"2012-01-01",0.66,0.539,9,-5.947,0,0.324,0.0534,0,0.222,0.307,109.318
"18048",1,276080,"https://api.spotify.com/v1/tracks/7ewfvLrlI0VNht4vEnoTMh","No Love",63,"2014-08-05",0.462,0.615,0,-7.982,0,0.153,0.00543,0,0.856,0.344,130.967
"18049",1,214493,"https://api.spotify.com/v1/tracks/7ewT0nLFkMD8ONbRibePr9","I Don't Care - Single Version",59,"2008-01-01",0.55,0.938,11,-3.556,0,0.0522,0.00171,2.18e-05,0.555,0.433,133.99
"18050",1,243360,"https://api.spotify.com/v1/tracks/7Ewz6bJ97vUqk5HdkvguFQ","Heaven",75,"1984-11-05",0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059
"18051",1,204419,"https://api.spotify.com/v1/tracks/7ExiKb3YCTGpaLPtFKzYUk","Hit 'Em Up (feat. Trap Manny)",70,"2020-02-14",0.506,0.591,0,-8.428,1,0.386,0.258,0,0.154,0.752,169.752
"18052",1,254853,"https://api.spotify.com/v1/tracks/7EY91l11hOnYIytcxFgvDN","No Elegi Conocerte",72,"2018-09-14",0.86,0.4,2,-7.131,1,0.0538,0.182,3.17e-06,0.0581,0.813,129.925
"18053",1,206122,"https://api.spotify.com/v1/tracks/7EzmCxS5OMbH4XViWGvV8v","From Zero",47,"2017-11-07",0.676,0.846,9,-3.973,1,0.0623,0.3,0,0.13,0.745,105.041
"18054",1,278826,"https://api.spotify.com/v1/tracks/7EZPH9Px3gXlxD5KJDwtwc","Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz)",62,"2013-08-23",0.871,0.743,2,-5.442,1,0.277,0.00212,0,0.141,0.576,130.977
"18055",1,191900,"https://api.spotify.com/v1/tracks/7Ezwtgfw7khBrpvaNPtMoT","All The Way Up",57,"2017-02-17",0.414,0.807,10,-4.12,0,0.348,0.0428,0,0.822,0.409,175.158
"18056",2,278440,"https://api.spotify.com/v1/tracks/7F02x6EKYIQV3VcTaTm7oN","Hey You",67,"1979-11-30",0.588,0.301,0,-14.979,1,0.0294,0.221,0.00236,0.128,0.19,112.458
"18057",1,201893,"https://api.spotify.com/v1/tracks/7f08qp3HROTkfrtNpiYGGo","Dirt On My Boots",70,"2016-05-13",0.683,0.796,11,-4.179,1,0.0285,0.111,0,0.197,0.531,90.031
"18058",1,221968,"https://api.spotify.com/v1/tracks/7F1LWA9sIlTorHUo4amGqk","Reminder - Remix",63,"2017-08-01",0.751,0.654,0,-5.665,0,0.206,0.153,0,0.104,0.527,160.035
"18059",1,267973,"https://api.spotify.com/v1/tracks/7f1M8ElwbsDozUiWkoAN3I","Far Alone (feat. E-40 & Jay Ant)",57,"2014-06-20",0.721,0.666,1,-8.226,1,0.0662,0.0724,0,0.217,0.323,97.998
"18060",1,180386,"https://api.spotify.com/v1/tracks/7F1sWL3TNYTbin9o9JoE6c","Suite No. 3 in C Major, BWV 1009: III. Courante",22,"2020-03-06",0.447,0.21,0,-20.124,1,0.0668,0.98,0.918,0.12,0.919,89.163
"18061",1,207466,"https://api.spotify.com/v1/tracks/7f1UEGMBMuXfLBP5XANfrW","The Hop",56,"1996-07-30",0.928,0.517,1,-6.489,1,0.361,0.0679,0,0.174,0.616,95.523
"18062",1,157693,"https://api.spotify.com/v1/tracks/7f1zjZG77S891Uv4O68yfk","Baby Sitter (feat. Offset)",76,"2019-03-01",0.852,0.73,1,-5.803,1,0.0579,0.0219,0,0.336,0.394,92.506
"18063",1,157586,"https://api.spotify.com/v1/tracks/7f2HHmhlbdkW5f9Ge26qny","WAM",63,"2019-08-16",0.838,0.624,1,-4.557,0,0.228,0.0624,0,0.217,0.117,95.936
"18064",1,211685,"https://api.spotify.com/v1/tracks/7f4bRMqRKRfUNPW2gbTHSt","Save Me From Myself (with NoMBe & Big Gigantic)",62,"2018-10-26",0.673,0.676,4,-4.888,0,0.216,0.0198,1.26e-05,0.428,0.391,82.979
"18065",1,214929,"https://api.spotify.com/v1/tracks/7f4Pjqs3XHSfV1UwX5vjxo","Came Up",59,"2016-07-29",0.613,0.879,6,-4.649,1,0.0729,0.00908,1.66e-06,0.108,0.497,76.966
"18066",1,206186,"https://api.spotify.com/v1/tracks/7F51q96XofOD2lntm7hzvQ","Body Language (feat. Usher & Tinashe)",63,"2015-03-04",0.884,0.53,5,-5.776,0,0.0379,0.0144,0,0.095,0.262,99.021
"18067",1,235466,"https://api.spotify.com/v1/tracks/7F5oktn5YOsR9eR5YsFtqb","New Year’s Day",62,"2017-11-10",0.661,0.151,0,-12.864,1,0.0354,0.921,0,0.13,0.23,94.922
"18068",1,103626,"https://api.spotify.com/v1/tracks/7f5PpHrFn5aCBL7CTrvygU","Suite No. 1 in G Major, BWV 1007: VI. Gigue",25,"2020-03-06",0.51,0.163,7,-15.995,1,0.0595,0.967,0.926,0.107,0.85,140.843
"18069",1,203093,"https://api.spotify.com/v1/tracks/7f5trao56t7sB7f14QDTmp","Juicy (feat. Tyga)",77,"2019-11-07",0.786,0.652,0,-2.607,1,0.0669,0.102,0,0.0697,0.483,170.031
"18070",1,286713,"https://api.spotify.com/v1/tracks/7F9azcpr8Sor9XkMK0F1gj","Now We Gather",58,"2019-06-07",0.133,0.189,0,-20.042,1,0.0379,0.747,0.926,0.106,0.0393,71.328
"18071",1,223062,"https://api.spotify.com/v1/tracks/7F9ckjDpL3J6wvI68Nb8PB","Love",58,"2017-03-01",0.626,0.475,7,-7.534,1,0.0267,0.413,0,0.22,0.201,124.133
"18072",1,190427,"https://api.spotify.com/v1/tracks/7F9vK8hNFMml4GtHsaXui6","Back to You (feat. Bebe Rexha & Digital Farm Animals)",72,"2017-07-21",0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016
"18073",1,207773,"https://api.spotify.com/v1/tracks/7FA0saydWyMkARFkNXAVay","Grateful",46,"2020-02-14",0.742,0.464,2,-7.347,1,0.0495,0.0398,0.101,0.126,0.182,104.013
"18074",1,284000,"https://api.spotify.com/v1/tracks/7Fa5UNizycSms5jP3SQD3F","Shining (feat. Beyoncé & Jay-Z)",55,"2017-06-22",0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001
"18075",1,136426,"https://api.spotify.com/v1/tracks/7faDzZnZYqTyYThx2sbHVQ","Mistletoe And Holly - Remastered 1999",52,"1957-09",0.607,0.103,9,-14.405,1,0.0404,0.804,0,0.076,0.341,110.378
"18076",1,172546,"https://api.spotify.com/v1/tracks/7fanCwOck16J9MPJ3SR39P","All The Way - 2006 Digital Remaster/24 Bit Mastering",52,"2007-01-01",0.171,0.311,1,-8.815,1,0.0375,0.508,1.69e-05,0.295,0.165,75.324
"18077",1,217881,"https://api.spotify.com/v1/tracks/7FbKipScVxkjQxQXwTd0gL","Coronao Now",79,"2019-11-07",0.941,0.729,6,-7.56,0,0.246,0.146,0.00451,0.18,0.718,118.026
"18078",1,172919,"https://api.spotify.com/v1/tracks/7fBRH08A6Fu47GMyFamyoO","Seven Nation Army",58,"2012-06-14",0.69,0.283,2,-7.309,1,0.0294,0.891,0.000386,0.111,0.35,104.348
"18079",1,242253,"https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB","The Hills",83,"2015-08-28",0.58,0.565,0,-7.065,0,0.0488,0.0671,0,0.135,0.138,112.986
"18080",1,198733,"https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8","Heartbeat Song",67,"2015-02-27",0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109
"18081",1,187797,"https://api.spotify.com/v1/tracks/7fcEMgPlojD0LzPHwMsoic","I'm Not Alright",60,"2019-12-20",0.875,0.858,4,-3.886,1,0.0496,0.081,1.27e-06,0.381,0.7,121.978
"18082",1,315120,"https://api.spotify.com/v1/tracks/7fcfNW0XxTWlwVlftzfDOR","Walk",72,"1992-02-21",0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242
"18083",1,210426,"https://api.spotify.com/v1/tracks/7fcIQ5qbLahTGS2TXs0dNa","Madame X",49,"2020-02-21",0.413,0.543,2,-6.788,0,0.0306,0.55,0.000378,0.136,0.327,114.694
"18084",1,152862,"https://api.spotify.com/v1/tracks/7fCNUWi6uflDTQ08srxMZk","No Excuses",67,"2018-03-01",0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016
"18085",1,164266,"https://api.spotify.com/v1/tracks/7fD72waADOZymEpuQfbiDE","Fairy Fountain",56,"2018-09-14",0.67,0.526,2,-10.774,0,0.0509,0.407,0.921,0.0917,0.269,78.004
"18086",1,216000,"https://api.spotify.com/v1/tracks/7fDKNpxKgp9KsDoDFCN08w","Tunnel of Love - Remix",64,"2019-08-23",0.825,0.845,5,-8.201,1,0.169,0.265,0,0.0967,0.786,160.004
"18087",1,235133,"https://api.spotify.com/v1/tracks/7FDV5ELOJHCGLe52AnttEd","Angel",71,"2000-08-08",0.74,0.766,6,-2.939,1,0.178,0.116,0,0.0406,0.807,170.531
"18088",1,285786,"https://api.spotify.com/v1/tracks/7fdwZ9ShF56daUOBH02U7S","Golden Embers",60,"2019-02-01",0.652,0.168,2,-16.26,1,0.0316,0.869,0.0056,0.113,0.318,119.033
"18089",1,163804,"https://api.spotify.com/v1/tracks/7Feaw9WAEREY0DUOSXJLOM","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",80,"2019-04-25",0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778
"18090",1,204586,"https://api.spotify.com/v1/tracks/7FEmLU7M5aZ5O7FlOdxB33","Fíjate Que Si",60,"2018-01-05",0.69,0.434,4,-4.455,1,0.033,0.385,0,0.104,0.617,115.476
"18091",2,125706,"https://api.spotify.com/v1/tracks/7femYQYfnLVS68gTO0A6Sm","Suite No. 5 in C Minor, BWV 1011: III. Courante",19,"2020-03-06",0.51,0.12,0,-16.838,0,0.0595,0.973,0.94,0.112,0.726,71.837
"18092",1,196179,"https://api.spotify.com/v1/tracks/7fEoXCZTZFosUFvFQg1BmW","Took Her To The O",55,"2020-03-06",0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98
"18093",1,260640,"https://api.spotify.com/v1/tracks/7FEwp8BavoEVE3AnxJDchc","No Guidance (feat. Drake)",76,"2019-06-08",0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932
